산이름,장소유형,장소명,카테고리,주소,전화번호,산으로부터거리(m),도보시간(분),장소위도,장소경도,카카오지도URL,블로그언급수,맛집점수
천황산,음식점,산고을가든,"음식점 > 한식 > 육류,고기",울산 울주군 상북면 배내로 1177,052-254-9043,2936,39,35.5451135441584,129.012616684019,http://place.map.kakao.com/22550714,2,39.8
간월산,카페,호수카페,음식점 > 카페,울산 울주군 상북면 내곡능골길 151-20,,2531,34,35.5871871383464,129.118242611066,http://place.map.kakao.com/118264910,467,39.7
가야산(서산),음식점,마시타라멘 해미읍성점,음식점 > 일식 > 일본식라면,충남 서산시 해미면 읍성마을3길 48-10,,2628,35,36.7098526280409,126.547992748013,http://place.map.kakao.com/851206708,92,39.7
영축산,음식점,다정한식,음식점 > 한식,경남 양산시 하북면 통도사로 108,,2540,34,35.48782771054129,129.06783824957185,http://place.map.kakao.com/1523156587,463,39.7
경주 남산,음식점,여기당,음식점 > 한식,경북 경주시 칠불암길 34,,2728,36,35.7953963959893,129.243478282503,http://place.map.kakao.com/18785548,470,39.7
운길산,음식점,정선곤드레본가,음식점 > 한식,경기 남양주시 와부읍 고래산로86번길 29,0502-5553-7393,2290,31,37.6082309488461,127.279876900718,http://place.map.kakao.com/1928097933,13,39.5
신불산,음식점,시원산장,음식점 > 한식,울산 울주군 상북면 등억알프스로 519,010-6653-2821,2008,27,35.5597626490076,129.063686080445,http://place.map.kakao.com/91027915,13,39.5
영축산,음식점,뭐꼬,음식점 > 치킨,울산 울주군 삼남읍 상방로 4,055-912-9296,2555,34,35.5067184935798,129.086631787973,http://place.map.kakao.com/787059123,13,39.5
관악산,카페,13월의태양 과천중앙,음식점 > 카페,경기 과천시 관문로 130,,2865,38,37.43272286759569,126.99293032038638,http://place.map.kakao.com/966979301,444,39.5
북한산,카페,안토 델리,음식점 > 카페,서울 강북구 삼양로 689,02-3408-5060,2685,36,37.6632225791682,127.00863626287713,http://place.map.kakao.com/70137265,13,39.5
검단산,음식점,느티나무집,"음식점 > 한식 > 육류,고기 > 닭요리",경기 남양주시 조안면 다산로494번길 14,,2056,27,37.52390162754641,127.29067726619856,http://place.map.kakao.com/15273799,89,39.5
사량도 지리산,카페,목마와바리스타,음식점 > 카페,경남 통영시 사량면 진촌1길 16-1,,1063,14,34.8444049792234,128.223838189035,http://place.map.kakao.com/219623388,13,39.5
신불산,카페,희야카페,음식점 > 카페,울산 울주군 상북면 등억알프스로 325,052-700-3033,2944,39,35.556054287217776,129.0821451839046,http://place.map.kakao.com/1872977158,13,39.5
청계산,카페,카페그로잉,음식점 > 카페,경기 성남시 수정구 옛골로 36,,1483,20,37.42624922616735,127.06853846208345,http://place.map.kakao.com/1242491172,13,39.5
용봉산,카페,커피 올리브,음식점 > 카페,충남 홍성군 홍성읍 문화로33번길 36,,2569,34,36.5942092859942,126.655962180907,http://place.map.kakao.com/1253582001,438,39.4
신불산,카페,알프스카페,음식점 > 카페,울산 울주군 상북면 알프스온천5길 103-8,,1911,25,35.55635956158212,129.06771084216032,http://place.map.kakao.com/2068775405,85,39.3
백운산(광양),음식점,회영루,음식점 > 중식 > 중국요리,경남 하동군 하동읍 중앙로 52,,2964,40,35.0709982605569,127.747101191633,http://place.map.kakao.com/10964496,81,39.1
수락산,카페,커피나무향기,음식점 > 카페,서울 노원구 동일로242길 87,02-931-0079,2225,30,37.67466715434989,127.06009358670723,http://place.map.kakao.com/16793625,12,39.1
백운산(광양),카페,다미향,음식점 > 카페,경남 하동군 하동읍 하동공원길 99,055-884-1780,2870,38,35.0701377601728,127.744563004302,http://place.map.kakao.com/8844604,12,39.1
영인산,카페,카페소동리263,음식점 > 카페,충남 아산시 음봉면 연암율금로 194,010-2502-8985,2948,39,36.865928208450285,127.04736355603796,http://place.map.kakao.com/1831175431,12,39.1
도봉산,음식점,남원추어탕,"음식점 > 한식 > 해물,생선 > 추어",서울 도봉구 도봉산4가길 13-6,,2111,28,37.6878808400047,127.041390687307,http://place.map.kakao.com/16532772,78,39.0
월악산,음식점,중앙식당,음식점 > 중식 > 중국요리,충북 제천시 한수면 미륵송계로6길 24-1,,2462,33,36.8843048237924,128.080622883439,http://place.map.kakao.com/9466382,78,39.0
금원산,카페,파란지붕,음식점 > 카페 > 커피전문점,경남 함양군 안의면 당본길 10-19,,2634,35,35.6289777475715,127.81105826734,http://place.map.kakao.com/61786529,78,39.0
봉화 문수산,음식점,서울삼계탕,음식점 > 한식,경북 봉화군 춘양면 의양로 52,,1245,17,36.9370412848494,128.913334502104,http://place.map.kakao.com/1176516254,11,38.8
남해 금산,음식점,복곡식당,음식점 > 한식,경남 남해군 이동면 남해대로1745번길 20-7,,1786,24,34.7770566047334,127.96262701662125,http://place.map.kakao.com/17550872,74,38.8
관악산,음식점,제이김밥,음식점 > 분식,서울 관악구 관악로 1,,1927,26,37.4591736565387,126.952584708543,http://place.map.kakao.com/463578269,75,38.8
신불산,음식점,산여울,음식점 > 한식,울산 울주군 상북면 알프스온천5길 11,052-264-3068,2398,32,35.5551466651906,129.075836336016,http://place.map.kakao.com/15454592,11,38.8
가야산(서산),카페,사랑채,음식점 > 카페,충남 서산시 해미면 읍성마을1길 17,,2672,36,36.71085541513773,126.54652965721586,http://place.map.kakao.com/1469386583,375,38.8
가야산(서산),카페,돌담커피집,음식점 > 카페,충남 서산시 해미면 남문1로 47,041-429-0114,2633,35,36.7111789629339,126.546778461004,http://place.map.kakao.com/206820093,11,38.8
성주산,음식점,용마골,음식점 > 한식,충남 청양군 남양면 만수로 1397-1,041-942-0987,2381,32,36.38847833562401,126.75943910172572,http://place.map.kakao.com/611689286,11,38.8
금원산,음식점,한우리,음식점 > 중식 > 중국요리,경남 함양군 안의면 광풍로 128-1,,2667,36,35.6280291596975,127.811929595891,http://place.map.kakao.com/10012543,74,38.8
천마산(전남),카페,요거프레소 순천신대지구점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거프레소,전남 순천시 해룡면 매안3길 31,,2005,27,34.929467580038256,127.55154751598523,http://place.map.kakao.com/26951582,73,38.7
거제 가라산,카페,메가MGC커피 거제서정점,음식점 > 카페 > 커피전문점 > 메가MGC커피,경남 거제시 거제면 거제남서로 3467,,2219,30,34.8494407779386,128.585631390567,http://place.map.kakao.com/154932645,72,38.6
거제 가라산,카페,카페로뎀,음식점 > 카페,경남 거제시 거제면 거제남서로 3423-1,,1902,25,34.8472534839212,128.589694605217,http://place.map.kakao.com/18978856,71,38.6
황석산,카페,다모,음식점 > 카페,경남 함양군 지곡면 병곡지곡로 917,,1611,21,35.5664618107027,127.76963352969,http://place.map.kakao.com/460761342,72,38.6
금원산,음식점,서울떡방앗간,"음식점 > 간식 > 떡,한과",경남 함양군 안의면 광풍로 142-1,,2762,37,35.628517001969854,127.81282648308299,http://place.map.kakao.com/14977511,71,38.6
청계산,음식점,퍼부어,음식점 > 아시아음식 > 동남아음식 > 베트남음식,경기 성남시 수정구 청계산로459번길 2,,2169,29,37.4310992227032,127.073338003807,http://place.map.kakao.com/855821612,71,38.6
가지산,음식점,살티농원청국장,음식점 > 한식,울산 울주군 상북면 운문로 51,,1661,22,35.6215015590369,129.049033239514,http://place.map.kakao.com/13564537,70,38.5
두륜산,음식점,902파스타,음식점 > 양식 > 이탈리안,전남 해남군 삼산면 오소재로 902,,1810,24,34.518177476434204,126.61827390454889,http://place.map.kakao.com/1562337473,13,38.5
삼봉산,음식점,화계식육식당,"음식점 > 한식 > 육류,고기",경남 산청군 금서면 동의보감로 1055,,1842,25,35.4627149447164,127.793378985201,http://place.map.kakao.com/23612003,13,38.5
화성 화산,카페,멍스크로스,음식점 > 카페 > 테마카페 > 애견카페,경기 화성시 효행구 봉담읍 분천길95번길 105,,1859,25,37.198121731164804,126.96439971786778,http://place.map.kakao.com/2043623078,13,38.5
가평 강씨봉,카페,가드너코티지,음식점 > 카페 > 테마카페 > 디저트카페,강원특별자치도 춘천시 남산면 서천리 산 110,,2402,32,37.8267585373853,127.542963842038,http://place.map.kakao.com/1785600586,70,38.5
가야산,카페,해인향기,음식점 > 카페,경남 합천군 가야면 가야산로 1816,,1903,25,35.79222319255632,128.08775492423507,http://place.map.kakao.com/587966847,68,38.4
영인산,음식점,동남식당,음식점 > 한식,충남 아산시 음봉면 연암산로 274-29,,2011,27,36.863560497839,127.035976038129,http://place.map.kakao.com/1965103372,344,38.4
가야산(서산),음식점,문꼬치 해미읍성점,음식점 > 간식,충남 서산시 해미면 읍성마을3길 37-29,,2603,35,36.7108427302923,126.547458679559,http://place.map.kakao.com/1883701637,346,38.4
가지산,음식점,가지산해오름,음식점 > 한식,울산 울주군 상북면 석남로 28,,1124,15,35.6076512271981,129.02588088546,http://place.map.kakao.com/438382981,10,38.4
도봉산,음식점,자연상회,음식점 > 한식,서울 도봉구 도봉로169길 365,,1749,23,37.6760856478363,127.027663482535,http://place.map.kakao.com/1178264205,68,38.4
신불산,음식점,만수가든,음식점 > 한식,울산 울주군 상북면 등억알프스로 468-4,052-264-3410,2325,31,35.5601202439624,129.069370090424,http://place.map.kakao.com/16232480,10,38.4
수락산,카페,카페비비,음식점 > 카페,서울 노원구 동일로242바길 23-1,,2184,29,37.6743612979829,127.060920822103,http://place.map.kakao.com/1217201792,346,38.4
백운산(광양),음식점,이조식당,음식점 > 한식,경남 하동군 하동읍 중앙로 90,055-884-4562,2616,35,35.0723748243717,127.743400343784,http://place.map.kakao.com/217823273,10,38.4
간월산,카페,커피집,음식점 > 카페 > 커피전문점,울산 울주군 언양읍 웃방천1길 29,,2644,35,35.56745525896307,129.11206306207683,http://place.map.kakao.com/514828256,67,38.3
축령산,음식점,리버빌푸드스토어,음식점 > 한식,경기 가평군 설악면 유명로 2324,,2852,38,37.7083427321373,127.448614960128,http://place.map.kakao.com/111566882,338,38.3
금원산,음식점,맥시칸치킨 안의점,음식점 > 치킨 > 맥시칸치킨,경남 함양군 안의면 광풍로 137,055-964-0062,2741,37,35.62886689721264,127.81239508503428,http://place.map.kakao.com/7871889,1,38.0
두륜산,카페,모모커피숍,음식점 > 카페,전남 해남군 삼산면 고산로 578,061-535-8118,1857,25,34.516257202311564,126.60824812958992,http://place.map.kakao.com/307855938,1,38.0
도봉산,카페,금다방,음식점 > 카페 > 다방,서울 도봉구 도봉로181길 5,02-955-5067,2541,34,37.6837790061985,127.045424310354,http://place.map.kakao.com/982521694,1,38.0
광교산,음식점,대강원도,음식점 > 술집,경기 수원시 장안구 팔달로279번길 7,,192,3,37.29017061955801,127.01484454808612,http://place.map.kakao.com/363921589,0,38.0
금원산,음식점,찐짜루,음식점 > 중식 > 중국요리,경남 함양군 안의면 광풍로 115-2,055-964-2124,2537,34,35.62756942673948,127.81060469379824,http://place.map.kakao.com/890670486,1,38.0
도봉산,음식점,꼬꾸이누룽지통닭 도봉점,음식점 > 치킨,서울 도봉구 도봉로173길 139,02-956-9992,2079,28,37.6783069146687,127.036323856412,http://place.map.kakao.com/1175299648,9,38.0
신불산,음식점,산아래가든,음식점 > 한식,울산 울주군 상북면 등억알프스로 507,052-264-0119,2040,27,35.5593957129559,129.065169804236,http://place.map.kakao.com/1729645844,9,38.0
금원산,음식점,임실치즈피자 안의점,음식점 > 양식 > 피자,경남 함양군 안의면 종로길 17,055-962-7447,2793,37,35.6274948164265,127.81365067656928,http://place.map.kakao.com/701020126,1,38.0
간월산,카페,메종블룸,음식점 > 카페 > 테마카페 > 디저트카페,울산 울주군 상북면 명촌길천로 110,0503-7150-1808,2110,28,35.56502512106728,129.08582587131843,http://place.map.kakao.com/1396669023,1,38.0
간월산,카페,더벤티 언양양우내안애점,음식점 > 카페 > 커피전문점 > 더벤티,울산 울주군 언양읍 내곡능골길 93-20,052-262-5599,2925,39,35.58109311619734,129.12279425388456,http://place.map.kakao.com/1242318483,1,38.0
가지산,카페,이분사십초,음식점 > 카페,울산 울주군 상북면 석남로 840,070-7807-6950,2840,38,35.6150041251865,129.068774998767,http://place.map.kakao.com/125627293,9,38.0
간월산,카페,구빙담 언양점,음식점 > 카페 > 커피전문점,울산 울주군 언양읍 구교동1길 13,052-264-3719,2715,36,35.5696576901656,129.115239853365,http://place.map.kakao.com/24529779,1,38.0
수락산,음식점,강원식당,음식점 > 한식,서울 노원구 상계로35가길 6-10,02-937-8723,1701,23,37.6706243174856,127.078708871918,http://place.map.kakao.com/12043035,1,38.0
광교산,음식점,퇴근길투,음식점 > 술집,경기 수원시 장안구 경수대로775번길 65,,133,2,37.2891835306658,127.018093353937,http://place.map.kakao.com/16170587,0,38.0
금원산,음식점,처갓집양념치킨 안의점,음식점 > 치킨 > 처갓집양념치킨,경남 함양군 안의면 광풍로 132,055-962-0185,2696,36,35.62831273108659,127.81213834079091,http://place.map.kakao.com/8578708,1,38.0
광교산,카페,또옹카페,음식점 > 카페,경기 수원시 장안구 정조로922번길 13,,269,4,37.2904851823922,127.014020222606,http://place.map.kakao.com/1432550284,0,38.0
청계산,카페,까페보니토 옛골점,음식점 > 카페 > 커피전문점,경기 성남시 수정구 청계산로 443,031-757-4500,2037,27,37.43065702033153,127.07154675701752,http://place.map.kakao.com/20611384,1,38.0
영축산,음식점,미솔미분식,음식점 > 분식,경남 양산시 하북면 통도사로 77,055-381-5651,2707,36,35.4936906113813,129.081445484947,http://place.map.kakao.com/99604320,9,38.0
장안산,카페,137(일삼칠),음식점 > 카페 > 커피전문점,전북특별자치도 장수군 장계면 한들로 137,063-353-0137,2857,38,35.7316081038957,127.5868349122,http://place.map.kakao.com/1244837595,1,38.0
천마산(전남),카페,오르키데오,음식점 > 카페,전남 순천시 해룡면 매안2길 7-1,010-5683-5548,1950,26,34.9274657997932,127.551904043375,http://place.map.kakao.com/497910082,1,38.0
경주 남산,음식점,고위산삼계탕,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",경북 경주시 내남면 포석로 376,054-775-3388,2150,29,35.774788861734535,129.2050909476323,http://place.map.kakao.com/1823744244,1,38.0
청계산,카페,투오,음식점 > 카페 > 커피전문점,경기 성남시 분당구 하오개로363번길 3,1670-1642,2614,35,37.39199836265391,127.05926756640828,http://place.map.kakao.com/1122389774,1,38.0
금원산,음식점,장모님치킨 안의점,음식점 > 치킨 > 장모님치킨,경남 함양군 안의면 종로길 10,055-962-9982,2736,36,35.627824724933504,127.81284265717262,http://place.map.kakao.com/26778854,1,38.0
축령산,카페,카페라쿠나,음식점 > 카페,경기 가평군 청평면 호반로 844,,2105,28,37.7090885582784,127.477562847316,http://place.map.kakao.com/26953998,307,37.9
